tweet_id,claim_time,claim_title,claim_triple,user_1_note,user_1_label,user_1_secondary,user_1_confidence,user_1_duration_seconds,re_user_1_label,re_user_1_secondary,re_user_1_confidence,re_user_1_duration_seconds,user_2_note,user_2_label,user_2_secondary,user_2_confidence,user_2_duration_seconds,re_user_2_note,re_user_2_label,re_user_2_secondary,re_user_2_confidence,re_user_2_duration_seconds,user_3_note,user_3_label,user_3_secondary,user_3_confidence,user_3_duration_seconds,re_user_3_label,re_user_3_secondary,re_user_3_confidence,re_user_3_duration_seconds,user_4_note,user_4_label,user_4_secondary,user_4_confidence,user_4_duration_seconds,re_user_4_note,re_user_4_label,re_user_4_secondary,re_user_4_confidence,re_user_4_duration_seconds,user_5_note,user_5_label,user_5_secondary,user_5_confidence,user_5_duration_seconds,re_user_5_note,re_user_5_label,re_user_5_secondary,re_user_5_confidence,re_user_5_duration_seconds,user_6_note,user_6_label,user_6_secondary,user_6_confidence,user_6_duration_seconds,re_user_6_note,re_user_6_label,re_user_6_secondary,re_user_6_confidence,re_user_6_duration_seconds,representative
1.57793365257019e+18,2019-09-24,Disinfo: Ukraine has been ruled by a US-funded client regime since 1991,"Ukraine, has been ruled by, a US-funded client regime since 1991",,,,,,,,,,,other,,5.0,13.286,no mention of 1991,other,,5.0,18.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.59304609570973e+18,2022-07-12,Disinfo: Expansion of NATO terrorist organisation is contained by Russian military operation in Ukraine,"Russian military operation in Ukraine, is containing, expansion of NATO terrorist organisation",,,,,,,,,,,other,misinfo,4.0,114.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.6280633301569e+18,2019-01-14,Disinfo: Banning Russia from the Olympics is a modern form of racism,"Banning Russia from the Olympics, is, a modern form of racism",,,,,,,,,,,other,debunk,4.0,74.183,,other,debunk,4.0,16.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.52363373704038e+18,2019-01-14,Disinfo: A concerted campaign against Russia and Russian people in the US and UK,"UK, is conducting a concerted campaign, against Russia",,,,,,,,,,,other,,5.0,12.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.57927691852831e+18,2020-10-26,Disinfo: Moldova could be the target of Western-backed colour revolution to pressure Russia,"Moldova, could be the target of, Western-backed colour revolution",,,,,,,,,,,other,,5.0,8.092,,other,,5.0,45.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.50511384797113e+18,2022-12-01,Disinfo: Significant number of foreign mercenaries fighting on Ukraine's side,"Significant number of foreign mercenaries, fighting on, Ukraine's side",,,,,,,,,,,misinfo,,4.0,15.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.50327967371907e+18,2018-08-26,Disinfo: ‘Foreign specialists’ may stage chemical attack in Syria to frame Assad,"Foreign specialists', may stage, chemical attack in Syria",,,,,,,,,,Missing some context but is implied,misinfo,other,3.0,51.34,,misinfo,,4.0,35.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n
1.63062932501894e+18,2020-09-08,Disinfo: Germany's Deep State use Navalny to force Merkel to scrap Nord Stream 2,"Germany's Deep State, use, Navalny to force scrapping of Nord Stream 2",,,,,,,,,,,other,,5.0,11.825,,other,,5.0,70.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.63287451936584e+18,2019-03-29,Disinfo: France and Belgium to stage chemical attack in Syria,"France, to stage, chemical attack in Syria",,,,,,,,,,,other,,5.0,34.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.53062551072358e+18,2020-04-05,Disinfo: The Coronavirus story is a lie.. It’s all about 5G,"Coronavirus story, is, a lie",,,,,,,,,,Sounds like they are saying that coronavirus was a lie but not completely clear from lack of context,misinfo,debunk,3.0,363.29,,misinfo,,4.0,82.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51368642712871e+18,2016-01-07,Disinfo: Russian Security Council report warns of downfall of the US...,"Russian Security Council, warns of, downfall of the US",,,,,,,,,,,other,,5.0,48.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.54551273252679e+18,2021-07-30,Disinfo: US Democrats stole the 2020 presidential elections,"US Democrats, stole, the 2020 presidential elections",,,,,,,,,,,misinfo,,5.0,30.357,,other,debunk,4.0,37.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.50326673752918e+18,2019-05-31,Disinfo: 9/11 was a Jewish-Zionist job,"9/11, was a job of, Jewish-Zionists",,,,,,,,,,,other,,5.0,25.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.57173352975877e+18,2023-03-01,"Disinfo: Ukraine was created by Russia, it is historically fair that it becomes Russian again","Ukraine, was created by, Russia",,,,,,,,,,"Lenin was high up in Russian politics, given this context, it entails",misinfo,other,5.0,89.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.61430401672428e+18,2019-03-18,Disinfo: Crimean economy booming since reunion with Russia,"Crimean economy, is booming, since reunion with Russia",,,,,,,,,,About US economy,other,,5.0,59.933,,other,,5.0,9.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.50459383564452e+18,2018-06-23,Disinfo: White Helmets Plotting False Flag Chemical Attack in Southern Syria,"False Flag Chemical Attack, location, Southern Syria",,,,,,,,,,,other,,5.0,11.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.52247913747e+18,2019-04-06,"Disinfo: Poland, Hungary increasingly disenchanted with EU rule","Hungary, is increasingly disenchanted with, EU rule",,,,,,,,,,,misinfo,,5.0,41.351,,misinfo,,4.0,25.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.5092546142267e+18,2020-06-10,Disinfo: The US government demonises Russia and depicts President Putin as “the new Hitler”,"US government, demonises, Russia",,,,,,,,,,,misinfo,other,4.0,33.273,,misinfo,,5.0,14.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51432875613508e+18,2021-10-06,Disinfo: Russia’s liberal and pro-Western opposition groups aim to destabilise Russia,"Russia’s liberal opposition groups, aim to, destabilise Russia",,,,,,,,,,,other,,5.0,26.309,No mention of liberal opposition groups,other,,5.0,47.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.50919997091792e+18,2020-02-13,Disinfo: The West falsely accuses Russia of election meddling,"The West, falsely accuses, Russia of election meddling",,,,,,,,,,,other,,5.0,13.663,Doesn't say whether it falsely accuses or not -- no notion of truth,other,debunk,4.0,37.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.58233420224647e+18,2020-02-07,Disinfo: Scientific evidence is mounting that the coronavirus is man made and targeting the Chinese race,"Scientific evidence, is mounting, the coronavirus is man made",,,,,,,,,,,other,,5.0,22.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.58213270593163e+18,2019-01-14,Disinfo: A concerted campaign against Russia and Russian people in the US and UK,"US, is conducting a concerted campaign, against Russia",,,,,,,,,,,debunk,other,4.0,39.5,,debunk,other,4.0,41.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.52445842396173e+18,2019-08-30,Disinfo: Rasputin was killed by the Anglo-Zionist Empire,"Rasputin, was killed by, the Anglo-Zionist Empire",,,,,,,,,,,other,,5.0,17.019,,other,,5.0,13.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.57272230637967e+18,2016-02-03,Disinfo: Zika virus is owned by American and British companies and...,"American companies, own, Zika virus",,,,,,,,,,,misinfo,,5.0,24.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51823992374861e+18,2016-09-20,Disinfo: Sending an OSCE military policing mission to eastern Ukraine is unrealistic,"Sending an OSCE military policing mission targetting Ukraine, is, unrealistic",,,,,,,,,,,other,,5.0,25.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.52852652319561e+18,2016-05-18,Disinfo: NATO announces war policy against Russia: the Alliance has revoked...,"NATO, announces, war policy against Russia",,,,,,,,,,,other,misinfo,4.0,27.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.57806389757925e+18,2020-01-27,Disinfo: ISIS has been a useful tool of Israel and the US to keep Syria in chaos,"ISIS, has been a useful tool of, Israel",,,,,,,,,,,other,,5.0,22.725,,other,,5.0,20.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.54085590540693e+18,2021-03-22,Disinfo: The US goal of global hegemony could lead to nuclear war with Russia,"US goal of global hegemony, could lead to, nuclear war with Russia",,,,,,,,,,,other,,5.0,678.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.53206875245964e+18,2021-06-07,Disinfo: Ukraine to play Euro 2020 in jersey featuring fascist slogan,"Ukraine Euro 2020 football jersey, to feature, fascist slogan",,,,,,,,,,,misinfo,other,4.0,35.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.56036229904663e+18,2020-04-30,"Disinfo: WHO impedes the use of cheap, accessible drugs that can effectively cure COVID-19","WHO, impedes the use of, cheap accessible drugs that cure COVID-19",,,,,,,,,,,other,,5.0,52.558,,other,,5.0,8.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.59514697669765e+18,2016-04-05,Disinfo: Russia’s Gazprom has retained its Ukrainian market despite Kiev’s demand...,"Russia’s Gazprom, has retained, its Ukrainian market",,,,,,,,,,,debunk,other,4.0,37.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.53029704450152e+18,2019-03-27,Disinfo: US bans travel to Crimea to prevent its recognition,"US, intends to prevent, its recognition of Crimea",,,,,,,,,,,other,,5.0,17.836,,other,misinfo,4.0,74.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.49985579794106e+18,2020-03-03,Disinfo: Unauthorised protesting in Sweden carries a ten-year prison term,"Unauthorised protesting in Sweden, carries, ten-year prison term",,,,,,,,,,,other,,5.0,44.5,,other,,5.0,20.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.59298994327779e+18,2018-09-07,"Disinfo: UK doesn't have any evidence of what happened in Salisbury, it wants to start an anti-Russian hysteria","UK, wants, to start an anti-Russian hysteria",,,,,,,,,,,other,misinfo,4.0,28.902,,debunk,,4.0,62.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.53345785546616e+18,2020-09-16,Disinfo: Western involvement is clearly seen on the colour revolution of Belarus,"Western involvement, is clearly seen, on the colour revolution of Belarus",,,,,,,,,,,other,,5.0,28.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.56717447283001e+18,2021-08-20,Disinfo: US government and military are conducting a cultural war against traditional American values,"US government, are conducting, a cultural war against traditional American values",,,,,,,,,,,other,,5.0,69.633,,other,other,5.0,63.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.58457500335775e+18,2021-01-07,Disinfo: The US enters an era of neo-liberal totalitarianism,"US, enters, era of neo-liberal totalitarianism",,,,,,,,,,,other,,5.0,19.598,,other,,4.0,265.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.50557461189893e+18,2018-05-24,"Disinfo: No evidence presented by JIT on MH17, only a colorful video based on information fabricated by bloggers from the Bellingcat agency","JIT, presented, a colorful video based on information fabricated by bloggers from the Bellingcat agency",,,,,,,,,,,other,,5.0,30.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.52404162297085e+18,2020-03-10,Disinfo: Mainstream media and governments overestimate the coronavirus threat,"Governments, overestimate, the coronavirus threat.",,,,,,,,,,,debunk,,5.0,48.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.57065486301253e+18,2020-09-09,Disinfo: The Navalny Affair is undoubtedly a false-flag provocation to foment hostiliy against Moscow,"The Navalny Affair, is, undoubtedly a false-flag provocation",,,,,,,,,,,other,,5.0,94.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.6098331932383e+18,2023-01-24,"Disinfo: US army confessed it used Ukraine to trap Russia, preparing Taiwan trap for China","US army, confessed, it used Ukraine to trap Russia",,,,,,,,,,,other,,5.0,159.104,,other,,4.0,67.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51106783350929e+18,2015-12-10,Disinfo: Islam is a product and an instrument of hidden US politics,"Islam, is an instrument of, hidden US politics",,,,,,,,,,,other,debunk,4.0,19.486,,other,,5.0,8.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.55635975063538e+18,2021-06-28,Disinfo: The West is using an anti-vaxxer campaign to create social tension in Russia on the eve of the election,"The West, is using, an anti-vaxxer campaign",,,,,,,,,,,other,,5.0,68.705,,other,,5.0,51.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51466437378832e+18,2020-09-09,Disinfo: The Navalny Affair is undoubtedly a false-flag provocation to foment hostiliy against Moscow,"The Navalny Affair, is, undoubtedly a false-flag provocation",,,,,,,,,,,other,,5.0,43.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.52752042718207e+18,2021-09-28,Disinfo: Accusing Russia of annexing Crimea is ignoring its historical rights to the peninsula,"Russia, has historical rights to, Crimea",,,,,,,,,,,debunk,misinfo,4.0,64.655,,debunk,other,3.0,1243.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.61195524391845e+18,2016-02-03,Disinfo: Zika virus is owned by American and British companies and...,"American companies, own, Zika virus",,,,,,,,,,,other,,5.0,8.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.54213026847511e+18,2019-05-08,"Disinfo: Poverty in UK comparable to Sub-Saharan Africa, UN says","UN, says, Poverty in UK comparable to Sub-Saharan Africa",,,,,,,,,,,other,,5.0,40.197,,other,,5.0,18.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51023773932461e+18,2016-02-03,Disinfo: Zika virus is owned by American and British companies and...,"British companies, own, Zika virus",,,,,,,,,,,debunk,other,4.0,34.373,,other,,5.0,13.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.54139949111018e+18,2021-01-26,"Disinfo: Liberals want to kill Christians, or at least they want to kill Christian beliefs and practices","Liberals, want to kill, Christians",,,,,,,,,,No mention of Christians,other,,5.0,34.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.49861867905088e+18,2020-03-13,"Disinfo: WHO received orders from ""above"" to declare a coronavirus pandemic","WHO, received orders, from ""above"" to declare coronavirus pandemic",,,,,,,,,,,other,,5.0,39.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.52239275025933e+18,2019-05-08,"Disinfo: Poverty in UK comparable to Sub-Saharan Africa, UN says","UN, says, Poverty in UK comparable to Sub-Saharan Africa",,,,,,,,,,,other,,5.0,34.083,,other,,5.0,28.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.58470734761986e+18,2017-02-13,Disinfo: Kyiv’s armed forces have been using weapons of mass destruction...,"Kyiv's armed forces, have been using, weapons of mass destruction",,,,,,,,,,,debunk,,5.0,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51764527685246e+18,2021-06-08,Disinfo: Russia protected the legitimate government of Syria against Western-generated Islamist groups,"Russia, protected, the legitimate government of Syria against Western-generated Islamist groups",,,,,,,,,,Doesn't explicitly say that they are Islamist groups,other,misinfo,4.0,68.438,Sentiment is highly the same despite wording not exactly the same - would have ideally been 70-30 than 60-40,misinfo,other,3.0,46.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.61884658558843e+18,2019-08-23,Disinfo: US lieutenant colonel shocked by drunkenness and laziness of Ukraine's soldiers,"US lieutenant colonel, is shocked by, laziness of Ukraine's soldiers",,,,,,,,,,,other,,5.0,8.484,,other,,5.0,9.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51016039726919e+18,2016-04-05,Disinfo: Russia’s Gazprom has retained its Ukrainian market despite Kiev’s demand...,"Russia’s Gazprom, has retained, its Ukrainian market",,,,,,,,,,No mention of Ukraine,other,,5.0,35.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51202204130569e+18,2020-05-25,Disinfo: Western women told to become similar to over-aggressive men to survive and thrive in capitalist-imperialist societies,"Western women, told to become, similar to over-aggressive men to survive in capitalist-imperialist societies",,,,,,,,,,,other,,5.0,14.512,,other,,5.0,10.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51676483756039e+18,2019-03-27,Disinfo: US bans travel to Crimea to prevent its recognition,"US, bans travel, to Crimea",,,,,,,,,,No mention of Crimea,other,,5.0,37.941,No mention of crimea,other,,5.0,36.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.56384587468136e+18,2021-01-23,Disinfo: Neo-Liberal opposition and their foreign sponsors use children in Russia to increase their own wealth,"Neo-Liberal opposition, use, children in Russia to increase their own wealth",,,,,,,,,,,other,,5.0,21.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.54569523175188e+18,2021-01-20,"Disinfo: The US is collapsing, it is no longer neither a country nor a nation","The US, is, collapsing",,,,,,,,,,"The world does encapsulate the US too, but is not a direct link so give low confidence",misinfo,other,3.0,27.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n
1.58933540933451e+18,2016-12-14,Disinfo: Sweden tells municipalities to prepare for war,"Sweden, tells, municipalities to prepare for war",,,,,,,,,,,other,,5.0,12.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.63097343017343e+18,2018-03-19,Disinfo: International observers impressed by the elections in Russia,"International observers, impressed by, elections in Russia",,,,,,,,,,,other,,5.0,30.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51388937791461e+18,2020-12-07,"Disinfo: The “systemic racism” paradigm is deadly for America’s white people, which are disenfranchised and oppressed","""systemic racism"" paradigm, is deadly for, America’s white people",,,,,,,,,,,other,,4.0,26.036,,other,,5.0,20.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51832496327459e+18,2021-04-14,Disinfo: Democrats are preparing to deprive White Americans of their right to vote,"Democrats, are preparing, to deprive White Americans of their right to vote",,,,,,,,,,No mention of white Americans explicitly but all Americans does encapsulate white Americans - the claim does not exactly prove the tweet though,other,misinfo,3.0,252.733,,other,,4.0,38.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.52357348709235e+18,2021-08-31,Disinfo: Western campaign against COVID-19 aims to impose control over society,"Western campaign against COVID-19, aims to, impose control over society",,,,,,,,,,,other,,5.0,96.928,,other,,5.0,25.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51766140138844e+18,2022-11-18,Disinfo: Kyiv and the West shot down flight MH17 in attempt to kill Putin or discredit Russia,"Kyiv, attempted to kill, Putin",,,,,,,,,,,other,,5.0,11.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.61667423053542e+18,2016-01-04,Disinfo: NATO escalates the situation in Europe through military exercises and...,"NATO, escalates, the situation in Europe",,,,,,,,,,,other,,5.0,19.787,,other,,5.0,29.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.53856755812268e+18,2017-10-27,Disinfo: Mogherini allowed human rights to be violated in Ukraine,"Mogherini, allowed, human rights to be violated in Ukraine",,,,,,,,,,Nothing about Mogherini allowing them to be violated,other,,5.0,35.632,no mention of mogherini,other,,5.0,33.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.5773564892364e+18,2021-10-06,Disinfo: Russia’s liberal and pro-Western opposition groups aim to destabilise Russia,"Russia’s liberal opposition groups, aim to, destabilise Russia",,,,,,,,,,,other,,5.0,67.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.49987575452347e+18,2020-03-03,Disinfo: Unauthorised protesting in Sweden carries a ten-year prison term,"Unauthorised protesting in Sweden, carries, ten-year prison term",,,,,,,,,,,other,,5.0,28.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.50555880936381e+18,2021-01-29,Disinfo: Hi-tech billionaires want to abolish private property except for the super-rich,"Hi-tech billionaires, want to keep private property, for the super-rich",,,,,,,,,,,misinfo,other,4.0,33.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.50851097736037e+18,2021-06-07,Disinfo: Ukraine to play Euro 2020 in jersey featuring fascist slogan,"Ukraine Euro 2020 football jersey, to feature, fascist slogan",,,,,,,,,,No explicit mention of fascism but can be inferred,misinfo,other,3.0,76.023,,misinfo,,5.0,62.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51934134617928e+18,2020-02-21,Disinfo: Evidence in failed Trump-Russia collusion probe was fabricated by Ukrainians,"Evidence in Trump-Russia collusion probe, fabricated by, Ukrainians",,,,,,,,,,,other,debunk,3.0,257.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51990506536404e+18,2022-11-18,Disinfo: Kyiv and the West shot down flight MH17 in attempt to kill Putin or discredit Russia,"Kyiv, attempted to kill, Putin",,,,,,,,,,The fact that the question is asked implies that it has not been done to Putin,debunk,other,4.0,51.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.59313614804959e+18,2019-03-28,Disinfo: Main reason for MH17 crash is Ukraine's failure to close airspace,"MH17 crash, is due to, Ukraine's failure to close airspace",,,,,,,,,,,other,,5.0,12.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.62667435588625e+18,2018-05-24,"Disinfo: No evidence presented by JIT on MH17, only a colorful video based on information fabricated by bloggers from the Bellingcat agency","JIT, presented no evidence on, MH17",,,,,,,,,,No explicit mention of JIT but can be inferred from the #tags,misinfo,other,4.0,51.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.60747557668798e+18,2021-01-29,Disinfo: Hi-tech billionaires want to abolish private property except for the super-rich,"Hi-tech billionaires, want to keep private property, for the super-rich",,,,,,,,,,,other,,5.0,21.825,No mention of anything to do with tech,other,other,5.0,45.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51367888149613e+18,2020-01-07,Disinfo: Whistleblowers expose lack of evidence in OPCW's Douma report,"Whistleblowers, expose, lack of evidence in OPCW's Douma report",,,,,,,,,,,misinfo,debunk,4.0,61.868,,misinfo,other,3.0,74.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.50966109407939e+18,2020-04-01,"Disinfo: Blaming China for COVID-19 is a ploy, like blaming Russia for MH17","Blaming China for COVID-19, is, ploy",,,,,,,,,,,other,,5.0,15.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.6322323005439e+18,2020-06-29,"Disinfo: As a result of the revolt in the US, pro-Trump whites are marked for political, economic, cultural if not physical extermination","Pro-Trump whites, are marked for, physical extermination",,,,,,,,,,,other,,5.0,362.469,,other,,5.0,14.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.50355834090699e+18,2019-06-24,"Disinfo: FBI, CIA, NSA, the Pentagon, the mainstream media are the enemies of Real America","CIA, are, enemies of Real America",,,,,,,,,,,misinfo,other,3.0,90.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.63175686741099e+18,2021-01-14,"Disinfo: Ukraine, not Russia, is the perpetrator of human rights abuses in Crimea","Russia, is not, perpetrator of human rights abuses in Crimea",,,,,,,,,,,other,,5.0,16.186,,misinfo,other,3.0,27.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.61712104980346e+18,2020-01-14,"Disinfo: PS752: Iranian elites attempt to betray Iraq, Syria, Palestine and their own people","Iranian elites, attempt to betray, Syria",,,,,,,,,,None of the @s are Iranian elites,other,,5.0,129.259,No mention of betraying syria,other,,5.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n
1.60018301527925e+18,2021-01-07,Disinfo: The US enters an era of neo-liberal totalitarianism,"US, enters, era of neo-liberal totalitarianism",,,,,,,,,,,other,,5.0,22.001,,debunk,other,3.0,36.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.6196094510819e+18,2015-11-16,"Disinfo: Assad is not the enemy of France, ISIL is, says...","Assad, is not the enemy of, France",,,,,,,,,,,other,,5.0,11.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.57725318909069e+18,2018-06-22,"Disinfo: OPCW politicized by the West, does not comply with its own standards","OPCW, politicized by, the West",,,,,,,,,,,other,,5.0,33.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.58249325961583e+18,2019-03-30,Disinfo: Syrian refugees trapped in US-occupied Rukban camp,"Syrian refugees, are trapped in, US-occupied Rukban camp",,,,,,,,,,"Based on the tweet, the Rukban camp is not occupied by the US",debunk,other,4.0,73.114,"Because base is 30 miles away, this would contradict the claim - the Rukban camp very unlikely to be occupied by the US if they are not getting involved",debunk,other,4.0,84.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51891585596647e+18,2021-05-28,Disinfo: The White Helmets and terrorists are preparing a chemical attack in Syria's Idlib,"The White Helmets, are preparing, a chemical attack in Syria's Idlib",,,,,,,,,,No mention of Idlib,other,,5.0,30.738,Doesn't necessarily say Syria's Idlib but the sentiment is most likely the same - hence slightly lower confidence,misinfo,other,4.0,43.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.53441795988797e+18,2021-01-29,Disinfo: Hi-tech billionaires want to abolish private property except for the super-rich,"Hi-tech billionaires, want to keep private property, for the super-rich",,,,,,,,,,No reference to hi-tech billionaires - wouldn't consider Putin one,other,,5.0,17.818,,other,,5.0,6.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
